id_rank,CREDIT_FLAG,AGE,adr_stability_days,consume_steady_byxs_1y,last_1y_total_active_biz_cnt,last_6m_avg_asset_total,last_3m_avg_asset_total,last_1m_avg_asset_total,last_1y_avg_asset_total,tot_pay_amt_6m,tot_pay_amt_3m,tot_pay_amt_1m,ebill_pay_amt_6m,ebill_pay_amt_3m,ebill_pay_amt_1m,xfdc_index,pre_1y_pay_cnt,pre_1y_pay_amount,auth_fin_last_1m_cnt,auth_fin_last_3m_cnt,auth_fin_last_6m_cnt,credit_pay_amt_1m,credit_pay_amt_3m,credit_pay_amt_6m,credit_pay_amt_1y,credit_pay_months_1y,credit_total_pay_months,credit_duration,relevant_stability,sns_pii,use_mobile_2_cnt_1y,activity_area_stability,positive_biz_cnt_1y
12267,1,25,4,6,4,2,2,2,2,2,2,3,2,2,5,3,3,3,1,1,1,1,1,1,1,1,1,1,4,2,2,2,1
12570,1,43,5,7,5,2,2,2,2,4,3,3,7,6,5,2,2,2,1,1,2,1,1,1,1,1,2,4,4,1,1,2,2
13178,1,27,2,9,6,4,4,3,4,3,4,5,2,2,3,3,6,4,1,2,2,1,2,2,2,4,3,3,8,3,2,2,1
13805,1,28,8,5,8,3,3,3,2,6,5,5,9,8,8,8,7,4,1,2,2,1,1,1,1,1,1,1,7,5,4,4,1
14449,1,26,5,4,8,5,3,3,5,9,10,11,9,10,11,10,9,10,1,1,1,4,4,4,7,10,7,6,2,8,2,9,3
14733,1,24,3,10,5,9,9,9,9,2,2,2,2,2,1,3,2,2,1,1,2,1,1,1,1,1,1,1,6,2,1,2,1
16614,1,23,4,5,10,5,5,6,5,9,7,9,9,7,7,7,10,10,1,2,2,4,6,9,7,9,7,4,8,9,2,6,1
18626,1,29,5,4,10,9,5,6,8,9,8,9,5,5,7,7,4,5,1,2,2,1,1,3,2,3,5,7,3,9,2,6,1
21309,0,54,2,10,5,2,2,2,2,5,6,4,8,9,6,2,5,3,1,3,4,1,1,2,2,1,2,2,5,3,2,2,1
663,1,37,3,8,9,6,6,6,6,10,11,10,7,5,5,8,7,8,2,3,4,10,10,10,10,8,7,5,3,7,2,3,2
21576,0,36,1,10,7,4,4,2,4,7,9,9,3,5,6,9,5,5,2,3,3,1,2,2,2,1,4,6,3,8,2,1,2
21607,0,22,4,8,6,3,4,5,3,3,4,6,4,6,9,2,10,6,1,2,3,3,2,2,2,5,4,2,9,3,2,2,2
1799,1,27,8,5,9,4,4,5,3,5,5,4,7,7,7,4,10,8,2,3,4,3,3,2,3,7,5,5,5,6,1,4,2
21823,0,29,4,8,7,9,10,10,9,7,8,7,4,5,4,10,5,5,1,1,1,1,1,1,1,1,2,8,6,2,1,3,1
21855,0,23,4,6,8,2,2,2,2,2,2,2,3,3,3,2,9,7,3,4,4,1,1,2,2,1,3,5,8,3,2,2,1
3063,1,31,10,6,6,2,2,3,2,5,5,6,9,9,9,5,10,8,3,3,3,1,2,2,2,2,7,9,6,8,3,3,2
23281,0,26,8,8,5,2,2,1,2,2,3,4,2,2,3,9,2,3,2,4,4,3,3,2,2,3,3,9,2,3,1,2,2
24233,0,32,2,9,8,4,4,5,3,9,9,9,4,4,3,2,9,7,1,3,4,1,2,2,2,1,2,2,7,7,2,2,2
4724,1,37,8,9,5,3,2,2,3,7,6,6,4,3,2,5,3,4,1,1,1,1,1,1,1,1,1,8,6,2,1,3,1
5578,1,43,7,4,6,5,6,7,4,6,7,6,4,5,7,3,1,1,1,2,2,3,2,3,3,10,10,9,4,2,1,4,1
6210,1,29,7,6,7,9,9,9,11,9,7,8,2,2,3,8,3,3,2,2,3,4,6,6,8,9,7,4,7,7,1,2,1
7463,1,36,10,8,3,9,6,6,9,2,2,2,3,2,2,10,5,7,1,1,1,1,1,1,1,1,1,7,4,3,1,2,1
7844,1,22,6,9,10,7,7,8,6,6,7,6,8,9,9,8,4,4,1,2,3,4,4,3,3,6,4,3,4,8,1,3,2
9659,1,32,10,6,8,3,3,3,3,6,6,6,9,9,9,9,10,10,1,1,2,3,6,4,4,6,9,6,2,9,1,5,2
11787,1,25,9,3,9,2,2,3,4,7,8,8,9,10,9,7,7,7,1,1,1,3,4,4,4,10,9,5,6,6,2,4,2
13645,1,23,3,6,9,8,8,7,8,4,5,2,5,4,3,8,9,8,1,2,3,3,3,3,3,10,9,5,6,7,2,4,3
15075,1,34,10,3,4,6,5,4,5,6,5,7,10,9,10,4,5,10,1,3,3,3,4,4,4,10,10,10,3,4,1,4,1
15814,1,28,4,9,4,3,2,2,5,2,2,3,3,3,6,6,6,6,1,1,1,1,1,1,2,2,3,8,8,2,3,2,1
16311,1,38,4,5,4,3,4,4,3,7,7,6,9,9,9,10,8,9,1,2,2,8,5,4,4,5,5,5,4,7,1,2,1
16363,1,31,9,7,10,9,9,9,10,9,9,5,4,4,4,10,9,10,2,2,2,1,2,2,3,5,5,3,9,4,2,2,1
16556,1,26,6,9,5,3,4,4,3,5,6,8,7,8,10,10,1,1,1,1,1,1,1,1,1,1,1,1,7,5,2,3,1
19907,1,22,2,4,8,7,6,2,6,3,4,3,5,6,4,4,5,4,1,2,3,1,1,1,1,1,1,1,7,5,2,3,1
20168,1,27,5,2,10,6,6,5,7,10,9,10,13,13,13,10,10,9,2,2,3,3,3,3,3,10,9,5,9,9,2,7,2
407,1,34,7,7,6,10,10,12,10,8,7,9,8,8,3,3,4,6,1,1,2,4,4,3,5,5,10,10,6,8,2,6,3
21236,0,37,2,9,9,5,6,2,5,10,11,7,10,10,4,5,6,5,3,5,5,2,6,4,3,3,4,2,3,7,3,2,2
892,1,48,7,8,6,10,10,11,9,2,4,5,4,6,9,4,3,3,3,3,3,1,1,1,1,1,1,9,9,1,1,4,1
2652,1,25,4,9,3,5,5,5,5,2,2,2,2,2,2,7,2,2,1,1,1,1,1,1,1,1,1,3,7,1,2,3,1
22922,0,31,7,9,9,7,6,6,6,9,9,10,9,10,10,5,8,6,2,4,5,8,7,8,6,6,5,3,3,5,3,3,4
4614,1,29,4,3,8,6,6,7,5,7,8,9,10,11,13,10,3,3,1,2,2,4,3,3,3,8,6,10,4,8,3,4,2
4986,1,28,4,6,10,6,7,5,7,8,8,9,9,10,10,9,10,10,3,4,4,4,5,6,7,10,10,8,9,6,2,4,3
6991,1,45,5,8,3,1,1,1,2,2,2,2,2,2,3,5,8,6,1,2,3,1,1,1,1,1,1,1,4,1,1,2,1
8302,1,27,8,2,3,2,2,1,2,3,3,3,5,4,4,8,7,6,1,2,2,1,1,1,1,1,1,5,7,1,2,3,1
8522,1,29,10,9,7,7,7,7,7,7,8,4,7,7,7,2,10,6,1,1,3,4,4,4,3,4,9,10,7,7,1,6,2
10779,1,35,7,10,5,9,9,7,9,2,2,2,2,2,3,2,3,4,1,1,2,1,1,1,2,2,3,5,5,4,1,2,2
13435,1,29,7,8,4,8,9,7,8,6,6,2,5,3,3,3,3,3,1,2,3,10,10,10,9,10,7,6,5,5,1,4,3
14153,1,24,6,9,6,6,6,6,7,2,3,3,3,3,3,8,3,3,1,1,2,1,1,1,1,1,1,1,5,4,2,4,1
14892,1,36,2,5,6,2,3,2,2,5,5,6,7,6,3,6,10,9,4,5,5,3,3,3,3,9,7,3,3,6,2,2,2
16552,1,26,7,3,10,8,8,8,8,7,8,8,8,8,5,8,7,7,1,1,1,1,1,4,3,3,3,1,5,6,1,4,4
16848,1,22,4,5,7,6,6,6,6,7,7,8,3,3,3,2,3,2,1,2,2,1,1,1,2,2,3,1,7,7,2,2,1
18771,1,27,7,10,6,2,1,1,5,4,3,4,7,4,6,9,3,3,1,1,2,1,2,2,2,2,3,6,3,3,1,2,1
587,1,28,1,7,5,3,3,2,3,8,9,10,6,6,5,7,4,3,1,1,2,7,9,8,6,7,5,3,5,3,2,1,2
21492,0,27,8,10,8,4,3,2,4,6,6,8,8,9,10,2,8,5,2,2,3,1,2,2,2,2,2,1,3,6,1,3,2
1355,0,21,2,8,6,2,2,2,2,3,2,4,5,3,6,3,4,4,1,2,2,2,2,2,2,2,3,2,7,3,2,2,1
1739,1,26,6,7,10,2,2,1,2,7,6,7,5,3,4,9,5,4,2,3,3,1,1,2,3,6,5,3,6,6,1,5,2
1859,1,20,2,9,4,2,2,2,2,4,2,2,2,2,1,2,5,4,1,1,1,1,1,1,1,1,1,1,9,3,2,2,1
22225,0,27,2,8,4,1,1,1,1,3,3,4,3,3,5,7,3,4,1,3,3,1,1,1,1,1,1,1,6,1,1,3,2
22384,0,37,2,9,5,5,5,6,4,6,7,8,3,5,7,5,3,3,1,2,2,1,3,2,2,2,2,2,3,8,1,4,2
3538,1,28,2,6,7,8,9,9,8,9,10,14,3,2,4,9,5,5,1,1,1,3,2,2,3,8,5,4,9,7,1,3,2
4849,1,22,5,5,10,8,7,6,7,12,14,14,7,7,8,3,3,3,1,3,3,5,4,3,2,5,4,4,4,8,1,5,4
25019,0,46,1,8,4,2,2,1,2,3,5,4,2,2,2,6,2,2,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1
25606,0,30,2,9,9,4,4,4,3,5,4,5,5,4,5,3,7,5,2,3,4,4,4,3,3,5,4,8,5,6,4,4,1
7100,1,33,2,1,2,1,1,1,1,2,2,3,2,2,4,6,1,1,1,1,1,1,1,1,1,1,1,2,8,1,1,2,1
9924,1,22,6,5,10,5,4,5,5,4,4,5,6,6,6,6,10,9,1,2,3,1,1,2,2,2,6,5,8,6,2,4,2
10436,1,30,9,5,6,8,5,1,11,2,3,3,5,4,4,10,8,9,2,2,2,1,1,1,1,1,5,1,2,6,2,3,1
11582,1,32,8,10,5,11,12,11,11,7,4,6,6,7,9,2,4,5,1,2,2,1,1,1,2,1,3,8,6,5,1,3,3
20569,0,29,10,4,8,4,3,3,6,7,6,8,9,9,9,9,8,9,4,4,4,1,3,3,3,7,5,5,5,8,2,4,1
13559,1,19,2,5,6,5,6,7,5,2,2,3,3,3,4,2,4,2,1,3,3,1,1,1,1,1,1,1,3,2,1,3,2
14194,1,27,3,5,2,2,2,2,2,2,2,2,2,2,3,2,4,2,1,1,1,1,1,1,1,1,1,1,7,1,1,3,1
14403,1,35,6,4,7,5,4,5,4,5,6,7,8,9,7,4,8,4,1,3,3,3,3,3,3,7,5,2,8,9,2,7,2
16485,1,35,9,5,8,8,7,2,10,9,9,10,6,7,3,7,3,4,1,1,1,2,2,3,4,8,8,10,7,7,1,4,2
17578,1,31,4,8,8,9,9,8,8,8,4,2,6,3,3,6,6,5,1,2,3,4,4,4,4,6,5,5,3,5,1,3,1
17579,1,31,4,3,10,9,9,8,9,9,10,11,10,10,9,7,7,9,1,1,2,1,4,4,5,9,9,8,5,9,2,4,3
18315,1,36,2,9,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1
20134,1,26,7,9,7,2,2,3,7,4,4,6,7,7,9,6,3,4,1,2,2,1,4,4,4,5,9,8,3,9,2,5,2
21116,0,28,4,7,10,3,2,2,3,10,10,9,10,10,10,3,10,10,3,4,5,2,4,3,2,4,3,2,9,9,4,4,2
1651,1,30,10,3,10,8,8,8,7,8,8,10,9,8,9,7,8,8,3,3,3,6,4,4,3,5,7,10,4,9,2,5,3
2827,1,24,4,10,7,9,9,10,9,9,10,14,4,5,7,2,8,8,1,1,2,1,1,1,1,1,1,1,4,9,2,4,2
22758,0,28,10,9,10,4,4,4,6,12,10,11,5,7,9,6,7,10,3,3,3,1,2,3,3,6,6,8,6,8,1,3,3
22923,0,27,2,10,6,2,2,1,2,2,2,1,4,2,1,5,8,5,1,1,2,1,1,1,2,2,4,4,3,3,4,3,1
24618,0,33,3,3,6,2,2,2,3,7,8,6,6,6,4,5,7,6,2,3,3,7,9,9,9,10,7,4,8,7,2,4,1
25234,0,28,7,7,5,2,3,4,2,2,4,5,3,5,6,4,3,3,1,3,3,1,1,1,1,1,2,1,4,3,2,2,2
25508,0,39,9,9,4,2,2,2,2,2,2,2,2,2,2,10,1,1,2,2,2,1,1,1,1,1,3,8,3,1,1,2,1
25655,0,29,10,9,5,2,2,2,3,4,3,4,5,5,7,6,5,4,1,2,2,1,1,1,1,1,1,1,3,4,2,3,2
6587,1,53,1,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,2,1,1
6825,1,32,6,7,6,2,3,3,5,9,9,9,9,9,6,7,5,7,1,2,2,6,6,5,5,10,7,7,5,6,1,5,1
7212,1,29,8,9,6,15,15,15,13,10,9,6,8,9,9,3,2,2,1,2,2,1,3,3,2,3,3,3,2,7,1,6,3
7616,1,53,6,5,10,12,11,9,13,9,10,8,2,2,2,10,3,3,1,1,1,3,4,4,4,10,6,8,9,5,1,2,1
10201,1,26,7,5,7,3,3,3,6,6,7,9,3,3,4,5,6,6,3,3,3,1,1,1,1,1,1,1,8,4,1,3,1
11063,1,32,9,4,5,7,7,9,6,3,3,4,6,6,6,3,3,2,2,2,2,1,1,1,1,1,2,7,7,2,1,4,1
11184,1,29,7,8,7,3,3,3,4,4,5,4,7,9,7,8,6,6,1,1,1,1,1,2,2,5,7,9,6,7,2,5,2
14053,1,27,8,9,6,5,6,6,5,7,7,8,3,2,3,10,4,4,1,2,2,1,2,2,3,6,5,5,5,7,2,3,2
15987,1,28,8,9,6,4,4,2,3,4,5,7,5,7,4,3,2,2,1,2,2,1,1,1,1,1,1,4,3,6,1,4,1
20206,1,30,5,10,9,5,6,5,11,15,15,15,15,15,15,10,5,6,1,1,1,1,1,3,4,4,7,6,4,9,1,5,1
461,0,26,4,7,5,5,5,5,5,2,3,3,4,6,5,3,4,3,1,2,2,3,2,2,2,2,2,5,5,5,2,3,1
502,1,34,7,7,5,6,6,6,5,4,3,2,7,6,2,6,2,2,1,2,2,1,1,1,1,1,5,10,2,3,2,2,4
1060,1,29,8,3,5,2,2,2,2,2,2,2,2,2,2,7,3,3,1,2,2,1,1,1,1,1,1,1,6,3,1,3,1
1666,1,27,7,10,10,4,3,4,5,8,8,9,10,10,10,6,10,10,2,2,4,1,1,1,1,1,3,8,8,8,1,3,3
21896,0,27,1,6,5,5,6,5,5,4,4,4,5,3,4,10,7,8,2,3,3,1,1,1,1,1,1,1,9,3,2,1,1
22439,0,21,5,3,10,5,5,6,5,8,9,9,9,10,10,8,9,10,3,3,3,7,6,5,5,10,9,5,7,8,3,9,3
3042,1,26,7,5,7,2,2,2,2,6,7,8,4,6,5,2,8,5,1,1,2,3,3,3,3,10,6,4,3,4,2,7,2
22605,0,24,1,5,2,1,1,1,1,2,1,1,2,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1
24418,0,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4935,0,24,1,8,5,2,2,2,2,7,7,7,2,2,3,1,3,3,4,4,5,1,1,1,1,1,1,2,2,2,2,1,1
7815,1,26,4,4,8,6,7,5,6,4,4,4,7,8,7,3,8,6,1,1,2,4,2,2,2,2,2,2,3,8,2,8,2
7913,1,33,8,3,8,8,7,7,8,3,4,5,5,6,7,4,3,4,1,2,2,4,3,4,4,9,9,9,3,7,1,4,1
10161,1,32,9,5,6,6,6,7,6,2,2,2,3,2,2,7,2,3,1,1,2,3,3,4,4,10,9,10,2,7,1,3,1
10451,1,29,4,5,2,2,2,3,3,2,2,4,3,3,6,10,3,3,1,1,1,1,1,1,1,1,1,3,2,2,2,3,1
10741,1,23,7,3,6,5,3,4,5,3,4,3,6,7,5,5,8,7,1,1,1,3,2,2,2,9,8,4,5,4,2,6,2
11924,1,34,6,10,7,11,9,7,10,8,9,9,6,6,6,8,9,9,1,1,3,4,4,3,3,8,6,8,5,5,1,4,1
12376,1,29,4,6,4,5,4,5,5,6,7,9,10,10,12,4,6,7,1,1,3,1,1,1,2,2,2,5,3,4,1,4,2
12592,1,37,2,4,5,2,2,2,2,2,2,3,2,3,3,2,5,3,3,4,4,1,1,1,1,1,1,2,2,2,1,2,1
13266,1,24,2,7,10,9,8,8,9,8,8,8,10,10,2,6,5,3,1,1,2,4,4,4,3,5,4,2,4,8,4,6,1
13553,1,23,4,10,7,6,5,5,7,7,7,6,4,6,5,6,6,7,1,3,3,1,1,1,1,1,1,1,6,8,2,7,1
13885,1,36,10,9,6,5,5,6,6,5,6,7,9,10,10,2,4,4,1,3,3,1,1,1,1,1,3,7,7,6,2,2,3
14313,1,33,4,9,9,8,8,8,7,7,8,9,4,3,4,4,5,5,1,1,1,1,1,1,1,1,1,1,3,5,1,3,3
16170,1,23,3,8,7,5,5,5,5,6,7,6,5,6,8,5,8,8,1,1,1,3,2,2,2,5,4,2,8,5,1,5,1
16349,1,27,2,10,8,9,9,9,9,7,7,7,2,2,3,6,1,1,1,2,2,1,1,2,2,2,2,3,3,4,1,2,1
18917,1,42,1,8,5,9,9,10,11,2,3,5,2,2,2,1,1,1,3,3,3,3,2,2,2,5,4,2,4,2,1,1,1
18953,1,33,10,5,8,8,8,7,8,8,8,8,9,10,10,9,6,7,1,1,3,5,4,4,4,9,10,10,5,5,1,3,3
19691,1,36,2,10,5,5,4,5,7,8,7,9,3,2,5,10,1,1,1,1,1,4,2,2,2,2,4,5,5,3,1,2,1
22649,0,30,3,7,10,7,7,8,8,7,4,5,9,6,8,7,8,10,3,3,4,4,6,9,7,9,6,4,3,8,2,3,3
22804,0,29,7,9,5,2,3,3,3,3,4,7,3,4,7,10,4,5,1,1,1,3,2,2,2,2,3,5,4,3,2,4,1
23006,0,27,3,9,10,5,5,4,5,9,9,10,6,8,8,4,4,4,4,5,5,3,4,3,3,5,5,4,4,9,2,2,2
3517,1,31,10,5,2,1,1,1,1,2,2,1,2,2,1,2,4,4,2,2,2,1,1,1,1,1,2,5,5,1,1,3,1
24733,0,26,2,9,9,7,7,7,7,15,15,15,8,8,6,7,9,8,3,4,5,4,4,4,4,9,6,3,8,9,1,3,3
5458,1,34,7,6,10,7,4,4,6,7,9,10,5,6,7,2,10,10,1,2,2,10,10,10,8,10,10,9,2,8,2,2,3
5689,1,29,4,6,9,8,8,9,8,7,7,7,10,10,10,10,7,10,1,2,3,8,6,6,8,10,10,9,2,9,1,5,1
7291,1,26,4,4,7,6,6,1,7,3,3,3,6,6,5,5,1,1,1,2,2,1,2,3,3,7,6,3,5,2,1,4,2
8811,1,37,5,2,4,2,2,2,2,2,2,3,3,3,6,5,5,4,1,2,2,1,1,1,1,1,1,7,8,2,1,2,1
8937,1,25,4,3,7,9,9,8,8,3,3,3,5,5,3,6,1,1,1,2,2,1,1,1,1,1,1,3,2,3,1,3,2
9233,1,42,9,10,9,6,7,5,5,9,8,8,12,10,11,10,9,10,2,2,3,10,10,10,9,5,6,9,3,7,2,2,2
9384,1,27,7,4,5,5,4,4,5,2,3,4,4,5,7,5,1,1,1,3,3,1,1,1,1,1,1,6,6,1,1,6,2
9584,1,28,8,4,5,10,10,11,9,2,2,4,4,4,6,3,4,3,3,3,3,1,2,2,2,6,10,8,6,6,1,6,2
10755,1,42,7,8,6,6,5,5,7,6,5,5,8,6,6,2,3,2,2,2,3,9,7,7,6,10,9,7,8,9,3,9,2
11818,1,39,9,3,4,2,2,2,2,2,2,3,4,3,4,3,9,7,1,2,2,1,1,1,1,1,1,10,7,1,1,3,2
12342,1,37,4,2,2,1,1,1,1,2,2,2,2,2,2,9,8,7,2,2,2,1,1,1,1,1,1,1,2,1,1,2,1
14048,1,29,3,8,7,6,6,4,5,3,4,6,4,5,7,7,9,9,2,2,2,4,7,7,6,9,7,5,9,3,2,3,2
14820,1,22,1,9,7,2,1,1,2,2,1,1,2,1,1,2,3,2,1,1,1,1,1,1,1,1,1,1,2,5,1,1,1
15745,1,28,6,8,4,5,6,6,6,4,4,4,3,4,6,2,3,3,1,1,1,1,2,2,2,6,6,4,7,3,1,3,1
15825,1,25,4,6,8,10,11,13,9,4,5,7,5,7,8,2,9,5,1,2,2,2,2,2,2,5,4,3,3,6,1,4,2
16982,1,24,2,4,8,3,3,3,3,4,4,7,4,2,4,6,6,8,3,4,4,3,3,3,3,10,9,5,8,5,1,3,1
20004,1,33,10,3,8,2,2,1,3,7,8,9,10,10,10,10,6,8,2,2,2,1,2,2,2,5,7,8,6,4,2,3,1
2980,1,28,3,10,3,2,2,2,2,2,3,5,3,4,7,3,2,8,1,1,1,1,1,1,1,1,2,3,2,3,1,3,1
24805,0,27,2,3,7,4,4,3,3,8,9,9,10,10,10,2,10,10,1,1,2,3,2,2,3,10,8,6,9,8,4,3,1
24951,0,20,4,6,5,2,2,2,2,2,3,4,4,4,7,8,4,4,2,2,3,1,1,1,1,1,1,1,4,4,2,2,2
25142,0,45,4,4,3,2,2,1,2,4,3,3,7,6,5,4,2,2,2,3,3,1,1,1,1,1,1,1,3,1,2,2,1
7843,1,22,2,4,7,3,3,2,4,4,4,5,6,6,7,6,9,8,1,1,1,1,1,1,2,2,3,1,4,4,1,4,1
9474,1,35,10,10,9,15,15,15,15,8,9,5,9,10,9,4,6,8,2,2,2,1,1,1,1,1,3,7,4,5,1,2,4
12852,1,44,2,10,4,1,1,1,2,2,3,4,3,4,7,3,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1
14285,1,31,6,4,7,2,1,1,3,8,9,8,6,6,8,10,7,8,1,2,2,10,8,6,7,10,9,8,7,5,2,3,1
150,1,29,10,3,8,6,7,7,5,6,7,3,7,7,5,3,3,5,2,2,2,4,4,4,4,10,10,7,4,5,2,4,1
16407,1,30,4,10,3,2,1,1,2,2,2,2,2,2,3,8,6,5,1,2,2,1,1,1,1,1,1,1,9,2,1,2,1
16430,1,32,8,8,5,4,3,2,3,3,3,3,3,4,4,10,2,3,1,1,1,1,2,2,2,2,5,8,2,8,1,4,1
20668,0,39,2,9,8,8,6,4,7,15,15,15,8,9,4,10,10,10,1,2,3,1,1,1,2,1,2,3,9,7,2,3,1
214,1,23,5,2,8,6,6,5,6,6,5,5,9,8,8,8,8,8,2,2,2,3,3,3,3,10,6,3,8,8,4,4,2
19765,1,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1
420,1,24,4,8,8,6,6,3,5,4,5,6,5,6,6,3,6,7,2,2,2,1,1,1,1,1,1,6,8,6,2,4,2
1650,1,34,10,4,5,12,12,11,13,10,11,9,9,10,6,9,7,8,1,1,2,7,7,6,6,10,8,8,5,5,1,3,3
21700,0,29,8,3,10,6,4,5,6,8,7,8,9,10,10,7,9,9,1,1,3,10,10,10,10,10,9,6,7,6,2,2,2
23042,0,33,10,2,9,2,1,1,3,13,10,9,8,8,4,8,9,10,1,1,3,4,10,10,10,10,10,10,7,9,2,3,2
3527,0,31,1,1,5,2,3,4,2,2,2,2,2,2,2,3,3,2,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1
3583,1,28,5,9,10,6,6,5,8,9,10,9,7,8,9,2,8,4,3,3,3,6,5,4,4,7,6,3,3,9,2,6,3
23371,0,29,4,9,9,7,6,5,7,9,9,9,8,6,5,10,10,10,4,4,5,9,9,7,5,5,4,2,8,8,2,4,5
24266,0,23,4,10,9,5,5,4,4,6,4,4,6,4,5,5,7,4,1,2,4,1,1,2,2,4,3,1,7,7,2,4,1
25275,0,20,1,9,5,1,2,2,2,2,2,2,2,2,2,2,5,3,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1
5370,1,26,2,9,7,4,4,5,4,3,4,7,3,3,6,2,9,8,1,1,2,2,2,4,4,8,9,6,2,6,2,2,2
6640,1,45,8,7,3,3,3,2,2,5,5,7,8,8,9,10,4,5,1,1,1,1,1,1,1,1,3,8,4,1,1,2,1
7549,1,29,8,5,6,2,2,2,3,3,4,5,6,7,8,2,3,3,1,1,2,2,3,2,2,4,3,1,4,4,1,5,2
7894,1,35,4,3,7,6,6,1,7,4,5,6,7,7,6,4,4,5,1,2,3,4,3,3,3,9,6,3,5,5,1,3,3
7899,1,34,7,3,7,8,8,8,8,6,6,7,6,5,6,3,2,2,1,1,1,1,1,1,1,1,1,6,8,4,2,4,2
9573,1,29,5,9,9,7,7,8,6,8,6,7,10,9,9,4,9,7,2,3,4,10,9,6,5,4,4,3,9,5,2,6,2
12943,1,28,2,10,3,3,3,3,2,3,4,3,2,3,5,10,1,1,2,2,2,1,1,1,1,1,1,1,4,1,1,2,1
13038,1,32,2,10,3,5,5,1,4,2,2,2,2,2,3,5,2,2,1,2,2,3,2,2,2,2,2,2,2,1,1,2,1
14303,1,26,4,6,7,4,5,5,7,2,3,4,4,4,6,9,6,5,2,3,3,1,1,1,1,1,1,1,4,3,1,3,2
17682,1,29,5,8,6,3,3,3,2,5,7,9,4,5,5,7,5,5,2,3,3,2,3,3,3,7,7,4,4,4,1,4,2
17832,1,39,1,10,2,5,6,6,5,3,2,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,1
1328,1,26,2,6,2,1,1,1,1,2,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,2,1
1508,1,30,7,3,9,4,5,6,4,7,8,9,10,10,12,7,10,10,1,1,3,9,8,9,9,10,9,6,8,8,1,2,2
1583,1,20,2,4,10,5,5,4,5,5,6,8,6,7,9,2,9,7,2,2,2,1,1,1,1,1,1,1,8,7,2,4,2
2401,1,27,4,6,9,6,5,5,6,8,9,10,10,12,14,8,5,10,2,3,3,4,4,4,4,6,5,3,5,4,1,3,3
22059,0,32,1,10,4,3,3,2,3,6,8,6,2,1,1,9,2,2,1,1,1,1,1,1,1,1,1,2,4,1,2,1,1
2660,1,21,3,8,5,3,3,3,2,2,3,3,3,4,5,3,4,2,1,1,1,1,1,1,1,1,1,1,9,1,2,7,1
23867,0,29,6,6,7,3,2,2,2,6,6,4,9,9,6,2,8,4,1,1,2,1,1,1,1,1,1,1,6,4,1,6,2
23911,0,23,2,8,6,3,3,2,3,3,4,5,2,2,2,3,6,4,1,2,2,3,3,2,2,6,4,3,7,4,1,2,1
24213,0,33,2,6,10,4,3,1,6,5,4,5,4,2,1,4,9,9,1,2,3,1,2,2,2,5,6,5,8,4,2,2,1
5173,1,46,6,6,3,3,3,3,3,2,2,3,3,4,5,2,7,3,1,1,1,1,1,1,1,1,1,8,2,1,2,5,1
25532,0,30,2,8,7,6,6,6,7,8,9,10,3,2,5,9,3,3,1,1,1,1,1,1,1,1,1,1,2,9,3,2,1
7672,1,34,10,6,6,8,8,8,7,7,7,7,7,8,8,6,8,8,1,1,1,3,4,4,4,10,10,10,8,6,1,3,4
7795,1,27,6,4,3,1,1,1,2,3,3,5,6,6,8,7,9,8,1,2,2,4,4,4,4,8,7,7,8,2,2,3,2
9540,1,31,4,7,7,10,10,10,11,4,4,4,7,7,7,6,3,4,1,3,3,3,3,3,2,7,9,7,3,6,2,3,1
10177,1,29,9,8,8,2,2,3,2,9,10,14,4,5,8,2,2,2,1,2,2,3,2,3,3,10,8,8,4,4,2,5,2
11722,1,23,4,9,8,4,4,5,4,3,3,5,3,2,3,3,6,4,1,2,3,1,1,1,1,1,1,1,6,4,1,2,2
15520,1,35,7,2,5,3,2,2,2,4,4,5,6,8,9,9,9,9,1,1,1,1,1,2,2,4,9,10,6,2,1,3,1
17869,1,35,10,9,7,10,9,9,12,10,8,8,9,10,9,7,7,8,1,2,3,3,5,4,4,7,8,10,2,9,1,6,1
18030,1,41,10,9,3,1,1,1,2,3,2,2,6,2,3,3,2,3,1,2,2,1,1,1,1,1,1,8,2,1,2,2,2
18993,1,28,5,4,10,9,9,10,9,7,8,9,9,6,3,5,6,9,1,1,2,4,3,4,3,7,6,4,4,8,2,5,2
19164,1,33,9,4,10,7,7,7,7,9,9,12,10,9,11,9,5,9,1,2,2,1,2,2,4,6,10,10,3,9,2,10,2
